genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	source			1	2089645	+	2089645				
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.1	BAD_0001	226	1500	+	1275	dnaA	Chromosomal replication initiator protein DnaA	PLF_1678_00000508	PGF_00876106
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.2		1853	2020	-	168		hypothetical protein	PLF_1678_00013242	PGF_07604886
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.3	BAD_0002	1997	3121	+	1125	dnaN	DNA polymerase III beta subunit (EC 2.7.7.7)	PLF_1678_00042610	PGF_06473395
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.4		3365	3667	-	303		hypothetical protein	PLF_1678_00025372	PGF_07644529
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.5	BAD_0003	3629	4411	+	783	recF	DNA recombination and repair protein RecF	PLF_1678_00000523	PGF_10387199
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.6	BAD_0005	5207	7315	+	2109	gyrB	DNA gyrase subunit B (EC 5.99.1.3)	PLF_1678_00000313	PGF_06703483
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.7	BAD_0006	7357	10071	+	2715	gyrA	DNA gyrase subunit A (EC 5.99.1.3)	PLF_1678_00000163	PGF_03272313
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.8	BAD_0007	10263	10682	+	420		FIG187021: hypothetical protein	PLF_1678_00004782	PGF_00003705
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.9	BAD_0008	10915	12261	-	1347	gdhA	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	PLF_1678_00000412	PGF_00024831
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.10	BAD_0009	12452	12895	+	444	mscL	Large-conductance mechanosensitive channel	PLF_1678_00001214	PGF_01171887
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	tRNA	fig|367928.6.rna.1	BAD_t0001	13060	13132	-	73	alaW	tRNA-Ala-GGC		
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	tRNA	fig|367928.6.rna.2	BAD_t0002	13134	13206	-	73	alaV	tRNA-Ala-TGC		
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	tRNA	fig|367928.6.rna.3	BAD_t0003	13249	13322	-	74	ileU	tRNA-Ile-GAT		
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.11	BAD_0011	14138	15466	-	1329		Hemolysins and related proteins containing CBS domains	PLF_1678_00000029	PGF_02818638
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.12	BAD_0012	15555	16232	-	678	icfA	Carbonic anhydrase, beta class (EC 4.2.1.1)	PLF_1678_00045197	PGF_00416525
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.13		19383	19607	-	225		Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	PLF_1678_00044802	PGF_00033392
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.14	BAD_0016	19708	20613	-	906		ATPase involved in DNA repair	PLF_1678_00006863	PGF_00930709
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.15	BAD_0020	24252	26753	+	2502	ybfG	hypothetical protein	PLF_1678_00004067	PGF_08225224
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.16	BAD_0024	29202	31958	-	2757		Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	PLF_1678_00000349	PGF_00033392
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.17		32229	32453	-	225		hypothetical protein	PLF_1678_00031309	PGF_00915202
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.18	BAD_0025	32469	33992	+	1524		Integral membrane protein	PLF_1678_00000190	PGF_02008007
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.19	BAD_0026	34038	35645	+	1608	opuE	Sodium/proline symporter	PLF_1678_00006551	PGF_00053479
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.20	BAD_0027	35784	36884	-	1101	trpS	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	PLF_1678_00000135	PGF_00062045
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.21	BAD_0028	37011	37382	+	372		Uncharacterized protein SCO4088 / Domain of unknown function	PLF_1678_00000702	PGF_00000105
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.22	BAD_0029	37518	37931	-	414		Uncharacterized protein MSMEG_5817	PLF_1678_00000172	PGF_00000575
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.23	BAD_0030	38284	40740	+	2457	glgP	Glycogen phosphorylase (EC 2.4.1.1)	PLF_1678_00000041	PGF_00008874
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.24		41069	41299	-	231		hypothetical protein	PLF_1678_00000563	PGF_04078696
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.25	BAD_0032	41298	42377	+	1080		hypothetical protein	PLF_1678_00008772	PGF_08159998
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.26	BAD_0033	43142	43915	+	774		hypothetical protein	PLF_1678_00002015	PGF_08225224
367928.6	Bifidobacterium adolescentis ATCC 15703	NC_008618	PATRIC	CDS	fig|367928.6.peg.27	BAD_0034	44105	44566	-	462		FIG018426: putative septation inhibitor protein	PLF_1678_00045063	PGF_03287828
