genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	source			1	890578	+	890578				
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.567	BLAHAN_04002	1032	1442	-	411		ATP synthase epsilon chain (EC 3.6.3.14)	PLF_572511_00003301	PGF_07919746
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.568	BLAHAN_04003	1462	2850	-	1389		ATP synthase beta chain (EC 3.6.3.14)	PLF_572511_00000070	PGF_05195027
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.569	BLAHAN_04004	2871	3764	-	894		ATP synthase gamma chain (EC 3.6.3.14)	PLF_572511_00024117	PGF_00015259
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.570	BLAHAN_04005	3769	5277	-	1509		ATP synthase alpha chain (EC 3.6.3.14)	PLF_572511_00000069	PGF_04569524
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.571	BLAHAN_04006	5283	5786	-	504		hypothetical protein	PLF_572511_00010102	PGF_06962362
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.572	BLAHAN_04007	5767	6204	-	438		hypothetical protein	PLF_572511_00019230	PGF_00937380
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.573	BLAHAN_04008	6296	6508	-	213		ATP synthase F0 sector subunit c (EC 3.6.3.14)	PLF_572511_00000080	PGF_10444145
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.574	BLAHAN_04009	6536	7177	-	642		ATP synthase F0 sector subunit a (EC 3.6.3.14)	PLF_572511_00001121	PGF_08518355
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.575	BLAHAN_04011	7618	8490	+	873		Thioredoxin reductase (EC 1.8.1.9)	PLF_572511_00001483	PGF_01625234
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.576	BLAHAN_04012	8520	8828	+	309		Thioredoxin	PLF_572511_00038916	PGF_10345259
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.577	BLAHAN_04013	8937	9605	-	669		hypothetical protein	PLF_572511_00044881	PGF_00940645
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.578	BLAHAN_04014	9624	10043	-	420		Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)	PLF_572511_00001001	PGF_09515854
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.579	BLAHAN_04015	10258	10452	-	195		hypothetical protein	PLF_572511_00050581	PGF_08225224
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.580	BLAHAN_04016	10692	11369	-	678		hypothetical protein	PLF_572511_00042773	PGF_08225224
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.581	BLAHAN_04017	11507	11659	-	153		hypothetical protein	PLF_572511_00004757	PGF_06875052
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.582	BLAHAN_04018	11762	13669	-	1908		TnpY-like protein	PLF_572511_00002356	PGF_00426992
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.583	BLAHAN_04019	13685	15232	-	1548		hypothetical protein	PLF_572511_00004221	PGF_08225224
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.584		15234	15383	-	150		hypothetical protein	PLF_572511_00042807	PGF_00205585
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.585	BLAHAN_04020	15346	15750	-	405		hypothetical protein	PLF_572511_00015719	PGF_00205585
537007.6	Blautia hansenii DSM 20583	NZ_GG698588	PATRIC	CDS	fig|537007.6.peg.586	BLAHAN_04021	15860	16264	-	405		Single-stranded DNA-binding protein	PLF_572511_00000002	PGF_02142873
