genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1752	SAMN05444283_1011	132	845	-	714		Protein BF2544, predicted transporter component	PLF_816_00008356	PGF_00037879
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1753	SAMN05444283_1012	845	5014	-	4170		CobN-like chelatase BtuS for metalloporphyrine salvage	PLF_816_00001564	PGF_10360638
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1754	SAMN05444283_1013	5031	7280	-	2250		TonB-Dependent Hemoglobin Receptor HmuR	PLF_816_00024280	PGF_00057126
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1755	SAMN05444283_1014	7283	7954	-	672		hypothetical protein	PLF_816_00029337	PGF_08123715
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1756	SAMN05444283_1015	8154	9491	-	1338		NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	PLF_816_00000889	PGF_00024504
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1757	SAMN05444283_1016	9783	12749	+	2967		Phosphoenolpyruvate synthase / Pyruvate phosphate dikinase	PLF_816_00000207	PGF_00033409
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1758	SAMN05444283_1017	12951	15422	+	2472		hypothetical protein	PLF_816_00122130	PGF_00868931
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1759	SAMN05444283_1018	15429	16697	+	1269		hypothetical protein	PLF_816_00134477	PGF_08225224
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1760	SAMN05444283_1019	16708	18876	+	2169		hypothetical protein	PLF_816_00028574	PGF_08225224
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1761	SAMN05444283_10110	18890	19624	+	735		hypothetical protein	PLF_816_00010788	PGF_10381000
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1762	SAMN05444283_10111	19631	20509	+	879		hypothetical protein	PLF_816_00111016	PGF_10381000
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1763	SAMN05444283_10112	20515	22104	+	1590		hypothetical protein	PLF_816_00029233	PGF_08225224
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1764	SAMN05444283_10113	22120	23835	+	1716		hypothetical protein	PLF_816_00029371	PGF_08225224
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1765	SAMN05444283_10114	23855	24643	+	789		FIG00403391: hypothetical protein	PLF_816_00029873	PGF_00861791
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1766	SAMN05444283_10115	24829	25731	-	903		hypothetical protein	PLF_816_00011696	PGF_04866870
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1767	SAMN05444283_10116	25839	26750	+	912		1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)	PLF_816_00050608	PGF_00876943
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1768	SAMN05444283_10117	26754	27893	-	1140		dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	PLF_816_00000731	PGF_03056683
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1769	SAMN05444283_10118	27948	28820	-	873		Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	PLF_816_00001174	PGF_08108653
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1770	SAMN05444283_10119	28955	29446	-	492		FIG00937838: hypothetical protein	PLF_816_00005689	PGF_00001119
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1771	SAMN05444283_10120	29507	31597	+	2091		Polyphosphate kinase (EC 2.7.4.1)	PLF_816_00000512	PGF_05195470
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1772	SAMN05444283_10121	31688	33931	+	2244		Probable low-affinity inorganic phosphate transporter	PLF_816_00000989	PGF_00037173
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1773	SAMN05444283_10122	34185	35609	-	1425		CCA tRNA nucleotidyltransferase (EC 2.7.7.72)	PLF_816_00000273	PGF_08398205
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1774	SAMN05444283_10123	35683	36522	+	840		hypothetical protein	PLF_816_00092893	PGF_08689307
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1775		36554	36676	-	123		hypothetical protein		
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1776	SAMN05444283_10124	36694	38184	-	1491		Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	PLF_816_00002208	PGF_04922998
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1777	SAMN05444283_10125	38198	41326	-	3129		Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	PLF_816_00090655	PGF_02755714
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1778	SAMN05444283_10126	41528	41983	-	456		Two-component system sensor histidine kinase	PLF_816_00021617	PGF_00062906
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1779	SAMN05444283_10127	42016	43650	+	1635		Bis-ABC ATPase YheS.2	PLF_816_00033159	PGF_00871229
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1780	SAMN05444283_10128	43729	45108	+	1380		Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase	PLF_816_00009878	PGF_00039340
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1781	SAMN05444283_10129	45171	45578	+	408		hypothetical protein	PLF_816_00009153	PGF_00896074
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1782	SAMN05444283_10130	45692	46918	+	1227		Cation efflux system protein	PLF_816_00000923	PGF_00416742
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1783	SAMN05444283_10131	46930	50076	+	3147		CzcABC family efflux RND transporter, transmembrane protein	PLF_816_00000098	PGF_01025472
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1784	SAMN05444283_10132	50134	51363	+	1230		hypothetical protein	PLF_816_00001148	PGF_08225224
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1785	SAMN05444283_10133	51380	52858	-	1479		tRNA/rRNA cytosine-C5-methyltransferase	PLF_816_00000533	PGF_07117522
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1786	SAMN05444283_10134	53005	53688	+	684		hypothetical protein	PLF_816_00008803	PGF_00372402
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1787	SAMN05444283_10135	53685	54233	+	549		RNA polymerase sigma factor RpoE	PLF_816_00001192	PGF_03079268
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1788	SAMN05444283_10136	54217	54543	+	327		FIG00403275: hypothetical protein	PLF_816_00020228	PGF_00856455
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1789	SAMN05444283_10137	54818	55957	+	1140		Cardiolipin synthase, bacterial type ClsA	PLF_816_00124127	PGF_10482116
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1790	SAMN05444283_10138	56030	56824	+	795		Thymidylate synthase (EC 2.1.1.45)	PLF_816_00000459	PGF_00056897
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1791	SAMN05444283_10139	56876	57364	+	489		Dihydrofolate reductase (EC 1.5.1.3)	PLF_816_00000609	PGF_09348764
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1792	SAMN05444283_10140	57374	57850	-	477		Transcriptional regulator, AsnC family	PLF_816_00000595	PGF_01424767
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1793	SAMN05444283_10141	58040	59317	+	1278		Peptidase M64	PLF_816_00007979	PGF_00030447
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1794	SAMN05444283_10142	59343	59876	+	534		FIG00897901: hypothetical protein	PLF_816_00038712	PGF_02912274
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1795	SAMN05444283_10143	59972	60436	-	465		hypothetical protein	PLF_816_00000655	PGF_02853739
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1796	SAMN05444283_10144	60436	61026	-	591		Biopolymer transport exbD protein.	PLF_816_00000546	PGF_00403834
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1797	SAMN05444283_10145	61062	61547	-	486		hypothetical protein	PLF_816_00044853	PGF_00342179
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1798	SAMN05444283_10146	61553	62362	-	810		Ferric siderophore transport system, biopolymer transport protein ExbB	PLF_816_00000611	PGF_00004510
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	tRNA	fig|46506.1562.rna.30	SAMN05444283_10147	62440	62530	-	91		tRNA-Ser-GGA		
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1799	SAMN05444283_10148	62693	63472	-	780		Uncharacterized metal-dependent hydrolase YcfH	PLF_816_00001069	PGF_02472178
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1800	SAMN05444283_10149	63469	64176	-	708		hypothetical protein	PLF_816_00121523	PGF_08563192
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1801	SAMN05444283_10150	64196	65170	-	975		Geranylgeranyl diphosphate synthase (EC 2.5.1.29)	PLF_816_00000983	PGF_02011315
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1802	SAMN05444283_10151	65268	65954	-	687		putative TonB-dependent receptor	PLF_816_00033499	PGF_10404334
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1803	SAMN05444283_10152	66224	66913	+	690		Cytidylate kinase (EC 2.7.4.25)	PLF_816_00000549	PGF_02455692
46506.1562	Bacteroides stercoris strain DSM 19555	FNOD01000001	PATRIC	CDS	fig|46506.1562.peg.1804	SAMN05444283_10153	66930	67793	+	864		4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)	PLF_816_00000408	PGF_00423732
