genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
301302.4	Roseburia faecis strain M72	CVRR01000001	PATRIC	CDS	fig|301302.4.peg.1		2	328	-	327		ABC transporter, ATP-binding protein	PLF_841_00012868	PGF_10425579
301302.4	Roseburia faecis strain M72	CVRR01000002	PATRIC	CDS	fig|301302.4.peg.2	M72_32041	126	284	-	159		hypothetical protein	PLF_841_00017089	PGF_04654891
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.4	M72_18871	219	1394	+	1176		hypothetical protein	PLF_841_00021598	PGF_05799623
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.5	M72_18881	1645	2061	-	417		hypothetical protein	PLF_841_00022753	PGF_05557966
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.6		2237	2350	+	114		hypothetical protein	PLF_841_00019488	PGF_04429953
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.7	M72_18891	2499	2618	-	120		hypothetical protein	PLF_841_00017929	PGF_04517876
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.8	M72_18901	3327	3722	-	396		hypothetical protein	PLF_841_00022127	PGF_05097104
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.9	M72_18911	3723	4016	-	294		hypothetical protein	PLF_841_00020494	PGF_07059831
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.10	M72_18921	4391	5029	-	639		hypothetical protein	PLF_841_00025577	PGF_00142933
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.11	M72_18931	5019	5306	-	288		Cobalamine-related hypothetical metal-binding protein CrdX	PLF_841_00005097	PGF_00418270
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.12	M72_18941	5591	7330	+	1740		1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	PLF_841_00018695	PGF_00426115
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.13	M72_18951	7449	8837	+	1389		hypothetical protein	PLF_841_00003539	PGF_08225224
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.14	M72_18961	9152	9739	+	588		Rod shape-determining protein MreD	PLF_841_00004937	PGF_00935972
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.15	M72_18971	9814	11034	-	1221		Tripeptide aminopeptidase (EC 3.4.11.4)	PLF_841_00001216	PGF_07416013
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	tRNA	fig|301302.4.rna.1	M72_t00020	11167	11239	+	73		tRNA-Lys		
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.16	M72_18981	11364	12317	+	954		FIG022979: MoxR-like ATPases	PLF_841_00021422	PGF_04490704
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.17	M72_18991	12320	13432	+	1113		hypothetical protein	PLF_841_00019512	PGF_06418227
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.18	M72_19001	13429	15969	+	2541		hypothetical protein	PLF_841_00010806	PGF_00080681
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.19	M72_19011	15991	16632	-	642		tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33)	PLF_841_00001566	PGF_06530721
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.20	M72_19021	16786	18183	+	1398		D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	PLF_841_00000132	PGF_06594113
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.21	M72_19031	18280	18993	+	714		Septum site-determining protein MinC	PLF_841_00001886	PGF_00051120
301302.4	Roseburia faecis strain M72	CVRR01000003	PATRIC	CDS	fig|301302.4.peg.22	M72_19041	19016	19807	+	792		Septum site-determining protein MinD	PLF_841_00000012	PGF_02950579
