genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
537012.5	Bacteroides cellulosilyticus DSM 14838	NZ_EQ973486	PATRIC	source			1	303693	+	303693				
537012.5	Bacteroides cellulosilyticus DSM 14838	NZ_EQ973486	PATRIC	CDS	fig|537012.5.peg.1	BACCELL_00001	77	706	-	630		Transcriptional regulator, LuxR family	PLF_816_00071403	PGF_00059469
537012.5	Bacteroides cellulosilyticus DSM 14838	NZ_EQ973486	PATRIC	CDS	fig|537012.5.peg.2	BACCELL_00002	860	2209	+	1350		Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	PLF_816_00016095	PGF_00423338
537012.5	Bacteroides cellulosilyticus DSM 14838	NZ_EQ973486	PATRIC	CDS	fig|537012.5.peg.3	BACCELL_00003	2209	2958	+	750		Lipoate-protein ligase A	PLF_816_00007954	PGF_03677192
537012.5	Bacteroides cellulosilyticus DSM 14838	NZ_EQ973486	PATRIC	CDS	fig|537012.5.peg.4	BACCELL_00004	3025	4398	+	1374		Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12)	PLF_816_00001283	PGF_08187772
537012.5	Bacteroides cellulosilyticus DSM 14838	NZ_EQ973486	PATRIC	CDS	fig|537012.5.peg.131	BACCELL_00007	6597	7016	+	420		MotA/TolQ/ExbB proton channel family protein		
537012.5	Bacteroides cellulosilyticus DSM 14838	NZ_EQ973486	PATRIC	pseudogene	fig|537012.5.pg.1		6597	7410	+	814				
537012.5	Bacteroides cellulosilyticus DSM 14838	NZ_EQ973486	PATRIC	CDS	fig|537012.5.peg.132	BACCELL_00008	7018	7410	+	393		MotA/TolQ/ExbB proton channel family protein	PLF_816_00001285	PGF_10384183
537012.5	Bacteroides cellulosilyticus DSM 14838	NZ_EQ973486	PATRIC	CDS	fig|537012.5.peg.133	BACCELL_00009	7442	8047	+	606		Biopolymer transport protein ExbD/TolR	PLF_816_00000941	PGF_05541499
537012.5	Bacteroides cellulosilyticus DSM 14838	NZ_EQ973486	PATRIC	CDS	fig|537012.5.peg.134	BACCELL_00010	8063	8716	+	654		Biopolymer transport protein ExbD/TolR	PLF_816_00000942	PGF_05541499
