genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
470146.3	Coprococcus comes ATCC 27758	NZ_GG662005	PATRIC	source			1	2798	+	2798				
470146.3	Coprococcus comes ATCC 27758	NZ_GG662005	PATRIC	CDS	fig|470146.3.peg.1	COPCOM_00003	2251	2394	-	144		hypothetical protein	PLF_33042_00005566	PGF_08225224
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	source			1	250186	+	250186				
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.2	COPCOM_00061	1310	2011	-	702		hypothetical protein	PLF_33042_00005567	PGF_00107897
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.3	COPCOM_00062	2085	3329	-	1245		Xaa-Pro aminopeptidase (EC 3.4.11.9)	PLF_33042_00005568	PGF_00066867
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.4	COPCOM_00063	3402	4838	-	1437		Thermostable carboxypeptidase 1 (EC 3.4.17.19)	PLF_33042_00002537	PGF_04431830
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.5	COPCOM_00064	4942	5742	-	801		Beta-glucoside bgl operon antiterminator, BglG family	PLF_33042_00005569	PGF_03514578
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.6	COPCOM_00065	6020	6676	-	657		Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	PLF_33042_00000060	PGF_00033423
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.7	COPCOM_00186	6932	7720	-	789		Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	PLF_33042_00000060	PGF_00033423
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.8	COPCOM_00187	7695	8555	-	861		Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	PLF_33042_00000060	PGF_00033423
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.9	COPCOM_00188	8560	8823	-	264		Phosphotransferase system, phosphocarrier protein HPr	PLF_33042_00000063	PGF_08051111
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.10	COPCOM_00189	8918	9661	-	744		PTS system, glucose-specific IIC component / PTS system, glucose-specific IIB component (EC 2.7.1.199) / PTS system, glucose-specific IIA component (EC 2.7.1.199)	PLF_33042_00005570	PGF_02972521
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.11	COPCOM_00190	9834	11060	-	1227		PTS system, maltose and glucose-specific IIC component / PTS system, maltose and glucose-specific IIB component (EC 2.7.1.208)	PLF_33042_00005571	PGF_03352446
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.12	COPCOM_00191	11347	12303	-	957		hypothetical protein	PLF_33042_00000885	PGF_08225224
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.13		12373	12789	+	417		hypothetical protein	PLF_33042_00005572	PGF_01350856
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.14	COPCOM_00192	13082	13816	-	735		ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)	PLF_33042_00010021	PGF_10106935
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.15	COPCOM_00193	13822	14466	-	645		ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)	PLF_33042_00005573	PGF_07804709
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.16	COPCOM_00194	14513	15316	-	804		Glutamine ABC transporter, substrate-binding protein GlnH	PLF_33042_00005574	PGF_01082254
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.17	COPCOM_00195	15754	17001	+	1248		[FeFe]-hydrogenase maturation protein HydF	PLF_33042_00010183	PGF_00286985
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.18	COPCOM_00197	17734	18948	-	1215		L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	PLF_33042_00001628	PGF_00015963
470146.3	Coprococcus comes ATCC 27758	NZ_GG662006	PATRIC	CDS	fig|470146.3.peg.19	COPCOM_00198	18975	19802	-	828		Diaminopimelate epimerase (EC 5.1.1.7)	PLF_33042_00009904	PGF_00853991
