genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	source			1	23404	+	23404				
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.1		118	360	+	243		hypothetical protein	PLF_572511_00020137	PGF_08114412
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.2	RUMTOR_02729	448	936	+	489		hypothetical protein	PLF_572511_00019040	PGF_08142979
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.3	RUMTOR_02730	920	2503	+	1584		hypothetical protein	PLF_572511_00023050	PGF_08225224
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.4	RUMTOR_02731	2573	3448	+	876		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	PLF_572511_00002229	PGF_00423533
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.5	RUMTOR_02732	3450	4133	+	684		Transcriptional regulator, GntR family	PLF_572511_00044231	PGF_06916656
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.6	RUMTOR_02734	4206	4931	+	726		Stage II sporulation protein required for processing of pro-sigma-E (SpoIIR)	PLF_572511_00002766	PGF_00054034
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.7	RUMTOR_02735	4933	6123	+	1191		Cobalt-zinc-cadmium resistance protein	PLF_572511_00003338	PGF_04493258
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.8	RUMTOR_02736	6259	6990	+	732		hypothetical protein	PLF_572511_00002921	PGF_04280627
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.9	RUMTOR_02737	6987	7778	-	792		HMP-PP hydrolase (pyridoxal phosphatase) Cof, detected in genetic screen for thiamin metabolic genes	PLF_572511_00002482	PGF_00010635
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.10	RUMTOR_02738	7998	8801	+	804		Cobalt-precorrin-6A reductase (EC 1.3.1.106)	PLF_572511_00043755	PGF_00418294
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.11	RUMTOR_02739	8930	9676	+	747		SSU ribosomal protein S2p (SAe)	PLF_572511_00000313	PGF_04505269
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.12	RUMTOR_02740	9819	10778	+	960		Translation elongation factor Ts	PLF_572511_00002823	PGF_06936561
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.13	RUMTOR_02741	11114	12457	+	1344		Phosphoglucosamine mutase (EC 5.4.2.10)	PLF_572511_00050840	PGF_01137124
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.14	RUMTOR_02742	12505	13647	+	1143		Uncharacterized UPF0118 membrane protein	PLF_572511_00002907	PGF_06866315
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.15	RUMTOR_02743	13822	13971	+	150		LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent	PLF_572511_00002525	PGF_06609275
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.16	RUMTOR_02744	13993	14190	+	198		Protein translocase subunit SecE	PLF_572511_00001889	PGF_00038660
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.17	RUMTOR_02745	14216	14734	+	519		Transcription antitermination protein NusG	PLF_572511_00000336	PGF_03174068
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.18	RUMTOR_02746	14786	15211	+	426		LSU ribosomal protein L11p (L12e)	PLF_572511_00000221	PGF_07695531
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.19	RUMTOR_02747	15370	16062	+	693		LSU ribosomal protein L1p (L10Ae)	PLF_572511_00000228	PGF_00016357
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.20	RUMTOR_02748	16579	16977	-	399		hypothetical protein	PLF_572511_00002140	PGF_08225224
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.21	RUMTOR_02804	17184	17789	-	606		hypothetical protein	PLF_572511_00042287	PGF_08225224
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264343	PATRIC	CDS	fig|411460.6.peg.22	RUMTOR_02806	18113	23056	+	4944		hypothetical protein	PLF_572511_00015982	PGF_08225224
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264344	PATRIC	source			1	223398	+	223398				
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264344	PATRIC	CDS	fig|411460.6.peg.23	RUMTOR_00912	128	1720	+	1593		Peptide chain release factor 3	PLF_572511_00000090	PGF_00030643
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264344	PATRIC	CDS	fig|411460.6.peg.24	RUMTOR_00913	1830	2213	+	384		Alkaline shock protein	PLF_572511_00000748	PGF_01676425
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264344	PATRIC	CDS	fig|411460.6.peg.25	RUMTOR_00916	2401	2808	+	408		Transcription termination protein NusB	PLF_572511_00002797	PGF_10450086
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264344	PATRIC	CDS	fig|411460.6.peg.26	RUMTOR_00917	2810	4018	+	1209		Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	PLF_572511_00006229	PGF_00425024
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264344	PATRIC	CDS	fig|411460.6.peg.27	RUMTOR_00918	4041	4253	+	213		hypothetical protein	PLF_572511_00020398	PGF_00938405
411460.6	Ruminococcus torques ATCC 27756	NZ_DS264344	PATRIC	CDS	fig|411460.6.peg.28	RUMTOR_00919	4243	5133	+	891		(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)	PLF_572511_00002190	PGF_06784545
