genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
657309.4	Bacteroides xylanisolvens XB1A	FP929033	PATRIC	source			1	5976145	+	5976145				
657309.4	Bacteroides xylanisolvens XB1A	FP929033	PATRIC	CDS	fig|657309.4.peg.1	BXY_00110	440	1030	+	591		V-type ATP synthase subunit E (EC 3.6.3.14)	PLF_816_00000695	PGF_00066404
657309.4	Bacteroides xylanisolvens XB1A	FP929033	PATRIC	CDS	fig|657309.4.peg.2	BXY_00120	1042	1884	+	843		V-type ATP synthase subunit C (EC 3.6.3.14)	PLF_816_00001055	PGF_00066381
657309.4	Bacteroides xylanisolvens XB1A	FP929033	PATRIC	CDS	fig|657309.4.peg.3	BXY_00130	1902	3662	+	1761		V-type ATP synthase subunit A (EC 3.6.3.14)	PLF_816_00000651	PGF_00066372
657309.4	Bacteroides xylanisolvens XB1A	FP929033	PATRIC	CDS	fig|657309.4.peg.4	BXY_00140	3694	5022	+	1329		V-type ATP synthase subunit B (EC 3.6.3.14)	PLF_816_00000599	PGF_00066375
657309.4	Bacteroides xylanisolvens XB1A	FP929033	PATRIC	CDS	fig|657309.4.peg.5		5129	5734	+	606		V-type ATP synthase subunit D (EC 3.6.3.14)	PLF_816_00000714	PGF_00066385
657309.4	Bacteroides xylanisolvens XB1A	FP929033	PATRIC	CDS	fig|657309.4.peg.6	BXY_00160	5731	7548	+	1818		V-type ATP synthase subunit I (EC 3.6.3.14)	PLF_816_00000652	PGF_09085890
657309.4	Bacteroides xylanisolvens XB1A	FP929033	PATRIC	CDS	fig|657309.4.peg.7	BXY_00170	7624	8088	+	465		V-type ATP synthase subunit K (EC 3.6.3.14)	PLF_816_00000933	PGF_03798826
657309.4	Bacteroides xylanisolvens XB1A	FP929033	PATRIC	CDS	fig|657309.4.peg.8		8121	8237	-	117		hypothetical protein	PLF_816_00018204	PGF_00855543
657309.4	Bacteroides xylanisolvens XB1A	FP929033	PATRIC	CDS	fig|657309.4.peg.9	BXY_00180	8291	9952	+	1662		Glycogen [starch] synthase, eukaryotic (EC 2.4.1.11)	PLF_816_00000704	PGF_00008863
