genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	source			1	50562	+	50562				
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.1	DORLON_02683	1181	1354	+	174		hypothetical protein	PLF_189330_00023599	PGF_12704376
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.2	DORLON_02684	1678	3189	-	1512		Acyl-CoA:acetate CoA-transferase, alpha subunit (EC 2.8.3.8)	PLF_189330_00003143	PGF_08085418
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.3	DORLON_02687	4031	5269	-	1239		Integrase	PLF_189330_00001548	PGF_07214360
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.4	DORLON_02688	5559	6632	-	1074		hypothetical protein	PLF_189330_00001776	PGF_08031579
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.5	DORLON_02689	6728	7057	-	330		hypothetical protein	PLF_189330_00000238	PGF_08225224
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.6	DORLON_02690	7307	7990	+	684		Transcriptional regulator, Xre family	PLF_189330_00001306	PGF_00059108
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.7	DORLON_02693	8871	9017	-	147		fragment of DAK2 domain	PLF_189330_00000220	PGF_00071453
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.8	DORLON_02696	9974	10894	-	921		Translation elongation factor Ts	PLF_189330_00003572	PGF_06936561
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.9	DORLON_02697	10928	11665	-	738		SSU ribosomal protein S2p (SAe)	PLF_189330_00000202	PGF_04505269
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.10	DORLON_02698	11910	13082	-	1173		NLP/P60 family protein	PLF_189330_00001603	PGF_00025007
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.11	DORLON_02699	13329	14855	-	1527		Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	PLF_189330_00000345	PGF_10440725
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.12	DORLON_02700	14868	19403	-	4536		Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	PLF_189330_00000351	PGF_00008115
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.13	DORLON_02701	19530	20507	-	978		hypothetical protein	PLF_189330_00004248	PGF_01528542
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.14	DORLON_02702	20601	21092	-	492		Aminoacyl-tRNA editing enzyme ProX	PLF_189330_00000628	PGF_00052950
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.15	DORLON_02703	21107	21661	-	555		hypothetical protein	PLF_189330_00003543	PGF_03136819
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.16	DORLON_02704	21797	22741	-	945		tRNA-dihydrouridine synthase BT3326	PLF_189330_00001049	PGF_03696321
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.17	DORLON_02705	22764	23462	-	699		tRNA (adenine(37)-N6)-methyltransferase	PLF_189330_00000845	PGF_02635429
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.18	DORLON_02706	23475	24311	-	837		Endonuclease IV (EC 3.1.21.2)	PLF_189330_00002117	PGF_00424337
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.19	DORLON_02707	24385	25434	-	1050		Molybdenum ABC transporter ATP-binding protein ModC	PLF_189330_00001238	PGF_06842926
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.20	DORLON_02708	25447	26151	-	705		Molybdenum ABC transporter permease protein ModB	PLF_189330_00001239	PGF_09402727
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.21	DORLON_02709	26247	27137	-	891		Molybdenum ABC transporter, substrate-binding protein ModA	PLF_189330_00001237	PGF_05572422
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.22	DORLON_02710	27198	28166	-	969		FIG060329: MOSC domain protein / Molybdopterin adenylyltransferase (EC 2.7.7.75)	PLF_189330_00010515	PGF_00003239
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.23	DORLON_02711	28175	29140	-	966		GTP 3',8-cyclase (EC 4.1.99.22)	PLF_189330_00010411	PGF_10244701
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.24	DORLON_02712	29137	29628	-	492		Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17)	PLF_189330_00003163	PGF_00419913
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.25	DORLON_02713	29645	30871	-	1227		Molybdopterin molybdenumtransferase (EC 2.10.1.1)	PLF_189330_00003321	PGF_09188652
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.26	DORLON_02714	30874	31899	-	1026		Molybdopterin molybdenumtransferase (EC 2.10.1.1)	PLF_189330_00003320	PGF_09188652
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.27	DORLON_02715	32001	33122	-	1122		Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)	PLF_189330_00003319	PGF_02230794
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.28	DORLON_02716	33407	34024	-	618		Acetyltransferase, GNAT family	PLF_189330_00010592	PGF_10519603
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.29		34021	34170	-	150		hypothetical protein	PLF_189330_00009611	PGF_01531487
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.30	DORLON_02717	34148	35782	-	1635		Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PLF_189330_00000666	PGF_00734739
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.31	DORLON_02718	36005	36730	+	726		hypothetical protein	PLF_189330_00003995	PGF_01528402
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.32	DORLON_02719	36869	38050	-	1182		NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	PLF_189330_00003346	PGF_04133028
411462.6	Dorea longicatena DSM 13814	NZ_DS264384	PATRIC	CDS	fig|411462.6.peg.33	DORLON_02720	38172	41840	-	3669		Macrolide export ATP-binding/permease protein	PLF_189330_00001169	PGF_00003251
