genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
428125.8	Clostridium leptum DSM 753	NZ_DS480331	PATRIC	source			1	6400	+	6400				
428125.8	Clostridium leptum DSM 753	NZ_DS480331	PATRIC	CDS	fig|428125.8.peg.1		1479	1886	-	408		hypothetical protein	PLF_1508657_00024233	PGF_08225224
428125.8	Clostridium leptum DSM 753	NZ_DS480331	PATRIC	CDS	fig|428125.8.peg.2	CLOLEP_00003	1933	2694	-	762		hypothetical protein	PLF_1508657_00019300	PGF_08225224
428125.8	Clostridium leptum DSM 753	NZ_DS480332	PATRIC	source			1	7141	+	7141				
428125.8	Clostridium leptum DSM 753	NZ_DS480332	PATRIC	CDS	fig|428125.8.peg.3	CLOLEP_00009	7	501	-	495		Aldehyde reductase( EC:1.1.1.21 )	PLF_1508657_00037592	PGF_00038615
428125.8	Clostridium leptum DSM 753	NZ_DS480332	PATRIC	CDS	fig|428125.8.peg.4	CLOLEP_00010	578	1018	-	441		Aldehyde reductase( EC:1.1.1.21 )	PLF_1508657_00037593	PGF_00038615
428125.8	Clostridium leptum DSM 753	NZ_DS480332	PATRIC	CDS	fig|428125.8.peg.5	CLOLEP_00011	1286	2218	-	933		1-phosphofructokinase (EC 2.7.1.56)	PLF_1508657_00032917	PGF_04655384
428125.8	Clostridium leptum DSM 753	NZ_DS480332	PATRIC	CDS	fig|428125.8.peg.6	CLOLEP_00012	2229	3275	-	1047		Galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251)	PLF_1508657_00037237	PGF_00007078
428125.8	Clostridium leptum DSM 753	NZ_DS480332	PATRIC	CDS	fig|428125.8.peg.7	CLOLEP_00014	3276	4793	-	1518		Xylulose kinase (EC 2.7.1.17)	PLF_1508657_00005695	PGF_07639199
428125.8	Clostridium leptum DSM 753	NZ_DS480332	PATRIC	CDS	fig|428125.8.peg.8	CLOLEP_00015	4936	5928	-	993		Transcriptional regulator, LacI family	PLF_1508657_00019301	PGF_09774558
428125.8	Clostridium leptum DSM 753	NZ_DS480332	PATRIC	CDS	fig|428125.8.peg.9	CLOLEP_00016	6104	6952	-	849		Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	PLF_1508657_00010479	PGF_00055986
428125.8	Clostridium leptum DSM 753	NZ_DS480333	PATRIC	source			1	19864	+	19864				
