genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665876	PATRIC	source			1	5544	+	5544				
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665876	PATRIC	misc_RNA	fig|546275.3.rna.1		38	154	-	117				
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665876	PATRIC	rRNA	fig|546275.3.rna.2		206	3080	-	2875		Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA		
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665876	PATRIC	rRNA	fig|546275.3.rna.3		3341	3453	-	113		Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA		
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665876	PATRIC	rRNA	fig|546275.3.rna.4		3735	5231	-	1497		Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA		
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665877	PATRIC	source			1	680	+	680				
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665878	PATRIC	source			1	16457	+	16457				
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665878	PATRIC	CDS	fig|546275.3.peg.1		5761	6390	+	630		hypothetical protein	PLF_848_00006286	PGF_01745521
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665878	PATRIC	CDS	fig|546275.3.peg.2		6601	7152	-	552		hypothetical protein	PLF_848_00028302	PGF_10400550
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665878	PATRIC	CDS	fig|546275.3.peg.3		7243	7380	+	138		hypothetical protein	PLF_848_00007706	PGF_01746155
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665878	PATRIC	CDS	fig|546275.3.peg.4		7418	7882	-	465		Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4)	PLF_848_00001037	PGF_03024272
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665878	PATRIC	CDS	fig|546275.3.peg.5		7875	9176	-	1302		Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	PLF_848_00000333	PGF_09019918
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665878	PATRIC	CDS	fig|546275.3.peg.6		9310	15765	-	6456		Fusobacterium outer membrane protein family	PLF_848_00000002	PGF_02145056
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665878	PATRIC	CDS	fig|546275.3.peg.7		15941	16366	-	426		Outer membrane protein	PLF_848_00000009	PGF_02881686
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665879	PATRIC	source			1	530	+	530				
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665880	PATRIC	source			1	542	+	542				
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665881	PATRIC	source			1	2737	+	2737				
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665881	PATRIC	CDS	fig|546275.3.peg.8		51	482	+	432		Phage DNA replication protein O	PLF_848_00013628	PGF_05353489
546275.3	Fusobacterium periodonticum ATCC 33693	NZ_GG665881	PATRIC	CDS	fig|546275.3.peg.9		728	1111	+	384		21 kDa hemolysin precursor	PLF_848_00013629	PGF_00414959
