genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	source			1	1938483	+	1938483				
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.1	Balat_0001	134	1885	+	1752	dnaA	Chromosomal replication initiator protein DnaA	PLF_1678_00000508	PGF_00876106
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.2	Balat_0002	2489	3613	+	1125		DNA polymerase III beta subunit (EC 2.7.7.7)	PLF_1678_00042610	PGF_06473395
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.3	Balat_0003	3659	5086	+	1428		DNA recombination and repair protein RecF	PLF_1678_00045266	PGF_10387199
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.4	Balat_0004	5104	5586	+	483		Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives	PLF_1678_00003558	PGF_00067726
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.5	Balat_0005	5777	7894	+	2118	gyrB	DNA gyrase subunit B (EC 5.99.1.3)	PLF_1678_00000313	PGF_06703483
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.6	Balat_0006	7963	10725	+	2763		DNA gyrase subunit A (EC 5.99.1.3)	PLF_1678_00000163	PGF_03272313
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.7	Balat_0007	10851	11387	+	537		hypothetical protein	PLF_1678_00003325	PGF_08225224
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.8	Balat_0008	11591	12664	+	1074		Uncharacterized membrane spanning protein, contains VanZ-like domain	PLF_1678_00001919	PGF_01304795
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.9	Balat_0009	12745	13539	-	795		FIG01964566: Predicted membrane protein, hemolysin III homolog	PLF_1678_00002242	PGF_00002592
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.10	Balat_0010	14018	15346	-	1329		NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	PLF_1678_00000412	PGF_00024831
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.11	Balat_0011	15477	16805	-	1329		Uncharacterized MFS-type transporter	PLF_1678_00001975	PGF_09996723
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.12	Balat_0012	16835	16990	+	156		hypothetical protein	PLF_1678_00003645	PGF_08225224
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.13	Balat_0013	16974	18170	+	1197		hypothetical protein	PLF_1678_00002775	PGF_08225224
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.14	Balat_0014	18418	18918	+	501		Large-conductance mechanosensitive channel	PLF_1678_00002066	PGF_01171887
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	CDS	fig|555970.3.peg.15	Balat_0015	19168	19449	+	282		hypothetical protein	PLF_1678_00003909	PGF_00929450
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	tRNA	fig|555970.3.rna.1	Balat_0016	19649	19721	-	73		tRNA-Ala-TGC		
555970.3	Bifidobacterium animalis subsp. lactis DSM 10140	NC_012815	PATRIC	tRNA	fig|555970.3.rna.2	Balat_0017	19753	19826	-	74		tRNA-Ile-GAT		
